Acct,Policy,Pol_Eff_Dt,Pol_Exp_Dt,UAR,State,Lat Long,Premium,Exposure,Claim,Profitability,Agency,Hail Risk Score,Tornado Risk Score,Earthquake risk score,City,INS_SCORE,Renewal_Cd,Average Conversion Time,Conversion Rate,Scores
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,43,15,13,McAllen,836,Y,,,0.8302467958719095
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,28,38,44,Denton,836,Y,,,0.3469386276205233
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,1,20,12,Mesquite,836,Y,,,0.2850183002402281
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,39,44,42,Carrollton,836,Y,,,0.14017506115321055
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,8,39,17,Waco,836,Y,,,0.7480516234106734
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,3,19,11,Round Rock,836,Y,,,0.5137718030031936
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,14,31,29,Abilene,836,Y,,,0.2977039491854016
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,11,20,49,Odessa,836,Y,,,0.15887422740697926
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,20,43,44,Pearland,836,Y,,,0.2783553023414814
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,33,43,46,Richardson,836,Y,,,0.9393055190164843
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,50,32,27,Sugar Land,836,Y,,,0.9658053550129779
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,8,13,47,College Station,836,Y,,,0.3966662693351277
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,31,28,5,Beaumont,836,Y,,,0.7175237340754972
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,25,41,30,Lewisville,836,Y,,,0.17418298380961575
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,26,3,48,League City,836,Y,,,0.07368089149370761
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,34,22,37,Tyler,836,Y,,,0.8954126669721891
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,36,44,1,Allen,836,Y,,,0.06792572391463414
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,46,14,2,Wichita Falls,836,Y,,,0.1418239167382666
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,39,29,40,Edinburg,836,Y,,,0.5626546658284297
18Q8V441,P38C5J7320,31/03/19,31/03/20,10,TX,32.8577°N 96.9700°W,3418,35000,187,3231,Agency,40,9,27,San Angelo,836,Y,,,0.06426045564740929
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,17,10,37,Jacksonville,836,N,16.0,93.0,0.2589373211499466
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,3,22,22,Miami,836,N,16.0,93.0,0.8773200715449971
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,1,7,45,Tampa,836,N,16.0,93.0,0.4347411887348053
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,36,26,43,Orlando,836,N,16.0,93.0,0.07439927261096005
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,32,21,13,St. Petersburg,836,N,16.0,93.0,0.48666229746216655
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,1,49,45,Hialeah,836,N,16.0,93.0,0.8883937011814933
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,9,24,25,Port St. Lucie,836,N,16.0,93.0,0.8217326409863048
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,38,11,48,Tallahassee,836,N,16.0,93.0,0.9094597322914147
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,23,2,11,Cape Coral,836,N,16.0,93.0,0.7908768196765551
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,43,35,49,Fort Lauderdale,836,N,16.0,93.0,0.6548783323471595
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,37,19,21,Pembroke Pines,836,N,16.0,93.0,0.5834698461062889
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,49,28,20,Hollywood,836,N,16.0,93.0,0.08853953240607865
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,11,5,38,Miramar,836,N,16.0,93.0,0.9213603926435232
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,23,17,4,Gainesville,836,N,16.0,93.0,0.7658124444530248
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,5,16,43,Coral Springs,836,N,16.0,93.0,0.25772473726602785
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,13,32,5,Clearwater,836,N,16.0,93.0,0.7633253407933485
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,26,8,18,Palm Bay,836,N,16.0,93.0,0.5435119148991432
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,33,6,46,Lakeland,836,N,16.0,93.0,0.898347531096484
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,32,43,33,Pompano Beach,836,N,16.0,93.0,0.4588299486500266
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,47,14,43,West Palm Beach,836,N,16.0,93.0,0.18541300680806247
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,33,41,50,Miami Gardens,836,N,16.0,93.0,0.1426938572174555
18Q8V441,P55J3Z8327,02/10/17,02/10/18,10,FL,25.8699°N 80.3029°W,4437,45000,437,4000,11W,30,38,47,Davie,836,N,16.0,93.0,0.8711604635600525
18Q8V441,P70U6L1163,08/07/16,08/07/17,5,VA,37.5314°N 77.4760°W,876,9000,66,810,45M,13,10,12,Virginia Beach,836,N,44.0,77.0,0.27904849836187884
18Q8V441,P70U6L1163,08/07/16,08/07/17,5,VA,37.5314°N 77.4760°W,876,9000,66,810,45M,38,39,45,Chesapeake,836,N,44.0,77.0,0.846397146964562
18Q8V441,P70U6L1163,08/07/16,08/07/17,5,VA,37.5314°N 77.4760°W,876,9000,66,810,45M,22,18,4,Norfolk,836,N,44.0,77.0,0.14818590304135248
18Q8V441,P70U6L1163,08/07/16,08/07/17,5,VA,37.5314°N 77.4760°W,876,9000,66,810,45M,37,40,11,Richmond,836,N,44.0,77.0,0.4769158508464291
18Q8V441,P70U6L1163,08/07/16,08/07/17,5,VA,37.5314°N 77.4760°W,876,9000,66,810,45M,14,26,31,Newport News,836,N,44.0,77.0,0.25577517995710697
18Q8V441,P70U6L1163,08/07/16,08/07/17,5,VA,37.5314°N 77.4760°W,876,9000,66,810,45M,16,28,14,Alexandria,836,N,44.0,77.0,0.073613292428149
18Q8V441,P70U6L1163,08/07/16,08/07/17,5,VA,37.5314°N 77.4760°W,876,9000,66,810,45M,48,23,49,Hampton,836,N,44.0,77.0,0.8049628284003706
18W8T647,P75H1A6847,16/11/16,16/11/17,10,ID,43.6002°N 116.2317°W,3790,38000,89,3701,11W,42,27,48,Boise,797,N,16.0,93.0,0.623951813253893
18W8T647,P75H1A6847,16/11/16,16/11/17,10,ID,43.6002°N 116.2317°W,3790,38000,89,3701,11W,38,7,28,Meridian,797,N,16.0,93.0,0.02813205681305317
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,30,18,31,Seattle,714,Y,24.0,94.0,0.6233765629857303
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,48,32,46,Spokane,714,Y,24.0,94.0,0.30712314554451725
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,17,34,10,Tacoma,714,Y,24.0,94.0,0.7630090599982979
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,28,47,35,Vancouver,714,Y,24.0,94.0,0.786986009622842
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,39,9,46,Bellevue,714,Y,24.0,94.0,0.27607733220509456
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,33,4,44,Kent,714,Y,24.0,94.0,0.5874615589634667
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,46,15,50,Everett,714,Y,24.0,94.0,0.843157056988184
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,49,21,10,Renton,714,Y,24.0,94.0,0.4710202792900687
18W9B221,P21V5I5216,18/02/18,18/02/19,5,WA,47.6669°N 117.4333°W,2644,27000,249,2395,34D,37,27,17,Spokane Valley,714,Y,24.0,94.0,0.6854512385741238
18W9B221,P44D5K5209,19/01/18,19/01/19,6,LA,30.4422°N 91.1309°W,1567,16000,191,1376,54N,22,38,12,New Orleans,714,N,41.0,85.0,0.48649181241365
18W9B221,P44D5K5209,19/01/18,19/01/19,6,LA,30.4422°N 91.1309°W,1567,16000,191,1376,54N,15,36,18,Baton Rouge,714,N,41.0,85.0,0.3710927555243736
18W9B221,P44D5K5209,19/01/18,19/01/19,6,LA,30.4422°N 91.1309°W,1567,16000,191,1376,54N,44,31,29,Shreveport,714,N,41.0,85.0,0.8769161119920194
18W9B221,P44D5K5209,19/01/18,19/01/19,6,LA,30.4422°N 91.1309°W,1567,16000,191,1376,54N,18,22,15,Lafayette,714,N,41.0,85.0,0.3647382061443868
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,30,18,31,Seattle,714,N,15.0,69.0,0.7101809885922913
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,48,32,46,Spokane,714,N,15.0,69.0,0.4758086319198343
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,17,34,10,Tacoma,714,N,15.0,69.0,0.6165900181353896
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,28,47,35,Vancouver,714,N,15.0,69.0,0.7074930089410733
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,39,9,46,Bellevue,714,N,15.0,69.0,0.8934925709909062
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,33,4,44,Kent,714,N,15.0,69.0,0.1597645809573679
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,46,15,50,Everett,714,N,15.0,69.0,0.3101894658313432
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,49,21,10,Renton,714,N,15.0,69.0,0.15290591291324956
18W9B221,P88U5G9470,30/11/16,30/11/17,10,WA,47.2522°N 122.4598°W,596,6000,165,431,62A,37,27,17,Spokane Valley,714,N,15.0,69.0,0.8898342438519075
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,6,40,15,Los Angeles,714,N,37.0,85.0,0.7873861267655512
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,1,24,27,San Diego,714,N,37.0,85.0,0.8804118868004751
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,2,9,25,San Jose,714,N,37.0,85.0,0.2714217842317827
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,15,4,34,San Francisco,714,N,37.0,85.0,0.5146018704624056
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,48,23,18,Fresno,714,N,37.0,85.0,0.6211556178248292
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,39,37,37,Sacramento,714,N,37.0,85.0,0.2613888899947876
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,15,32,43,Long Beach,714,N,37.0,85.0,0.2750452582738967
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,41,30,44,Oakland,714,N,37.0,85.0,0.8317622505822642
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,48,5,15,Bakersfield,714,N,37.0,85.0,0.9873831896075678
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,45,42,21,Anaheim,714,N,37.0,85.0,0.05987457518600153
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,9,5,14,Santa Ana,714,N,37.0,85.0,0.24046766304165346
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,35,20,21,Riverside,714,N,37.0,85.0,0.580480235115818
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,44,34,10,Stockton,714,N,37.0,85.0,0.5959443313162994
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,12,43,34,Irvine,714,N,37.0,85.0,0.7596202614805043
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,2,31,31,Chula Vista,714,N,37.0,85.0,0.6604963805899814
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,37,3,35,Fremont,714,N,37.0,85.0,0.3473637439370107
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,14,16,48,San Bernardino,714,N,37.0,85.0,0.15725086679057407
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,30,7,39,Modesto,714,N,37.0,85.0,0.5138179354334464
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,10,1,16,Fontana,714,N,37.0,85.0,0.7164002778668017
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,6,6,10,Moreno Valley,714,N,37.0,85.0,0.4472502791442646
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,42,7,50,Santa Clarita,714,N,37.0,85.0,0.29910592029738153
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,33,1,9,Oxnard,714,N,37.0,85.0,0.519134166413939
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,9,18,37,Glendale,714,N,37.0,85.0,0.9129578001511588
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,35,50,50,Huntington Beach,714,N,37.0,85.0,0.9068696187000613
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,7,43,1,Ontario,714,N,37.0,85.0,0.20615835694343312
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,44,31,50,Rancho Cucamonga,714,N,37.0,85.0,0.2915536224123519
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,50,48,18,Santa Rosa,714,N,37.0,85.0,0.49320858909586196
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,5,21,15,Oceanside,714,N,37.0,85.0,0.6662048579695701
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,45,37,19,Elk Grove,714,N,37.0,85.0,0.15952110507404568
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,47,24,24,Garden Grove,714,N,37.0,85.0,0.7327299143669719
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,15,10,35,Corona,714,N,37.0,85.0,0.5777186448862022
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,10,33,25,Hayward,714,N,37.0,85.0,0.9801546714150468
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,22,30,3,Lancaster,714,N,37.0,85.0,0.07142583692823086
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,19,41,17,Salinas,714,N,37.0,85.0,0.7827142325034
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,21,46,15,Palmdale,714,N,37.0,85.0,0.7057556069570611
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,40,13,12,Sunnyvale,714,N,37.0,85.0,0.3495926218158849
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,18,33,32,Pomona,714,N,37.0,85.0,0.08407235654573714
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,39,11,43,Escondido,714,N,37.0,85.0,0.7965909367228275
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,28,12,22,Torrance,714,N,37.0,85.0,0.7057920094129254
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,6,23,50,Roseville,714,N,37.0,85.0,0.9089290031201666
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,14,26,12,Pasadena,714,N,37.0,85.0,0.3538390898897525
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,7,32,11,Orange,714,N,37.0,85.0,0.891205576123425
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,4,47,34,Fullerton,714,N,37.0,85.0,0.6582613052751916
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,6,37,42,Visalia,714,N,37.0,85.0,0.058625774769295716
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,28,13,26,Santa Clara,714,N,37.0,85.0,0.48799233130344644
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,50,35,46,Concord,714,N,37.0,85.0,0.46055978976222
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,30,23,23,Thousand Oaks,714,N,37.0,85.0,0.3598079621527148
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,50,41,36,Simi Valley,714,N,37.0,85.0,0.591158829507056
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,29,23,44,Victorville,714,N,37.0,85.0,0.9065005891603081
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,37,32,33,Vallejo,714,N,37.0,85.0,0.27045329597477746
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,47,49,22,Berkeley,714,N,37.0,85.0,0.8223095645621651
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,47,14,50,Fairfield,714,N,37.0,85.0,0.48461778688826057
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,6,23,46,Murrieta,714,N,37.0,85.0,0.133163408336896
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,34,22,1,El Monte,714,N,37.0,85.0,0.16804306872890518
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,37,9,37,Carlsbad,714,N,37.0,85.0,0.18637418209068632
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,39,38,32,Temecula,714,N,37.0,85.0,0.719745237005631
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,38,28,25,Clovis,714,N,37.0,85.0,0.9873480266388869
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,45,46,43,Costa Mesa,714,N,37.0,85.0,0.4350982721652202
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,46,8,25,Antioch,714,N,37.0,85.0,0.31604380093182466
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,15,7,6,Downey,714,N,37.0,85.0,0.6302826649216436
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,42,9,1,Richmond,714,N,37.0,85.0,0.9287758810640981
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,13,8,19,Jurupa Valley,714,N,37.0,85.0,0.8717149759432397
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,10,22,21,Ventura,714,N,37.0,85.0,0.06159952032382052
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,44,36,42,Inglewood,714,N,37.0,85.0,0.1466460069264521
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,43,40,8,Santa Maria,714,N,37.0,85.0,0.7481528360859341
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,10,7,34,Daly City,714,N,37.0,85.0,0.7205425584961693
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,36,6,9,West Covina,714,N,37.0,85.0,0.7042911186769744
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,28,26,11,San Mateo,714,N,37.0,85.0,0.8395934971910928
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,37,2,20,Norwalk,714,N,37.0,85.0,0.3328737756602181
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,17,13,36,Rialto,714,N,37.0,85.0,0.44164320036301397
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,41,1,26,Chico,714,N,37.0,85.0,0.3682960643004351
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,23,5,11,El Cajon,714,N,37.0,85.0,0.80687430994573
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,46,9,16,Burbank,714,N,37.0,85.0,0.010401316841931026
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,23,39,4,Vista,714,N,37.0,85.0,0.36667332342762277
18W9B221,P97B1Z9862,01/07/19,01/07/20,10,CA,34.1416°N 117.2936°W,4593,46000,247,4346,75Y,40,16,21,Vacaville,714,N,37.0,85.0,0.6534808233890395
18Y4M306,P75M2M1988,11/07/17,11/07/18,7,CA,37.6375°N 121.0030°W,890,9000,349,541,18K,6,40,15,Los Angeles,841,Y,11.0,67.0,0.5992885467628192
